Id,AddressStreet,CityName,ListingType,Price
M73000004-25856620,14 PINERIDGE DR,Caledon,Single Family,1499000
M73000004-25856705,125 HICKORY ST N,Whitby,Single Family,999000
M73000004-25856706,127 HICKORY ST N,Whitby,Single Family,975000
M73000004-25856707,129 HICKORY ST N,Whitby,Single Family,999000
M73000004-25857176,600 HURON ST,Toronto,Multi-Family,2599900
M73000004-25857178,600 HURON ST,Toronto,Single Family,2599900
M73000004-25857847,422 SENECA Avenue,Burlington,Single Family,1599000
M73000004-25858716,130 THORNDALE RD,Brampton,Single Family,1499999
M73000004-25859467,1210 BEECHGROVE Crescent,Oakville,Single Family,2499900
M73000004-25859550,18 CITATION DR,Toronto,Single Family,5880000
M73000004-25860321,68 Gulliver Crescent,Brampton,Single Family,799000
M73000004-25860453,17 ROSE AVE,Toronto,Single Family,3328800
M73000004-25860649,94 BLACK OAK DR,Brampton,Single Family,999000
M73000004-25861442,80 MARLENE JOHNSTON DR,East Gwillimbury,Single Family,1599900
M73000004-25862178,224 CRYSTAL BEACH BLVD,Whitby,Single Family,1699000
M73000004-25863252,134 PEMBERTON RD,Richmond Hill,Single Family,3200000
M73000004-25863447,2757 DEPUTY MINISTER PATH,Oshawa,Single Family,789000
M73000004-25863470,10 STALBRIDGE AVE S,Brampton,Single Family,999900
M73000004-25863725,49 CORINTHIAN BLVD,Toronto,Single Family,1680000
M73000004-25863893,114 BLUFFS RD,Clarington,Single Family,444900
M73000004-25864361,3163 BAYVIEW AVE,Toronto,Single Family,2180000
M73000004-25864429,273 CORNELIUS PKWY,Toronto,Single Family,2490000
M73000004-25865457,3530 KINGBIRD CRT,Mississauga,Single Family,2268000
M73000004-25865577,156 EDMONTON DR,Toronto,Single Family,1239000
M73000004-25865673,141 CAMBRIDGE CRES,Richmond Hill,Single Family,4198000
M73000004-25866447,28 EMERY HILL BLVD,Markham,Single Family,2190000
M73000004-25866574,LOT 10 MACDONALD Road,Oakville,Single Family,3795000
M73000004-25867197,LOT 18 ALLAN ST,Oakville,Single Family,4150000
M73000004-25867217,1170 OGDEN AVE,Mississauga,Single Family,1349000
M73000004-25867491,1681 MEDALLION Court,Mississauga,Single Family,1574800
M73000004-25868001,16 RAMBERT CRES,Toronto,Single Family,1799000
M73000004-25868301,3024 PRINCESS Boulevard,Burlington,Single Family,3750000
M73000004-25868548,26 POND DR,Markham,Single Family,1398000
M73000004-25869167,65 COXWELL AVE,Toronto,Single Family,1695000
M73000004-25869505,247 PRESCOTT AVE,Toronto,Single Family,2100000
M73000004-25869885,131 CLEARBROOKE CIRC,Toronto,Single Family,1099888
M73000004-25870728,18 MUMS AVE,Georgina,Single Family,955000
M73000004-25871995,16496 NINTH LINE,Whitchurch-Stouffville,Single Family,7950000
M73000004-25872087,27 JAMES WALKER AVE,Caledon,Single Family,1795000
M73000004-25872928,25 PAINTED PONY TR,Vaughan,Single Family,2890000
M73000004-25873847,45 O'HARA AVE,Toronto,Single Family,2149000
M73000004-25874719,11 FAIRMONT AVE,Vaughan,Single Family,1780000
M73000004-25874738,11/13 MAIN ST AND 432/438,Newmarket,Multi-Family,9800000
M73000004-25874816,309 JANE ST,Toronto,Single Family,1798000
M73000004-25875331,1 KIMBER CRES,Vaughan,Single Family,2499000
M73000004-25875613,340 WHEELIHAN WAY,Milton,Single Family,2499000
M73000004-25877137,27 HEDGE RD,Georgina,Single Family,998000
M73000004-25877199,3581 QUEENSTON DR,Mississauga,Single Family,1060000
M73000004-25877237,308 ELLWOOD DR W,Caledon,Single Family,1698000
M73000004-25877278,2340 BLASE CRT W,Mississauga,Single Family,1350000
M73000004-25877429,4800 HIGHWAY 7 Unit# 228,Vaughan,Single Family,689900
M73000004-25879617,554 CHRISTIE ST,Toronto,Single Family,1498800
M73000004-25879716,435 RUSSELL HILL RD,Toronto,Single Family,14390
M73000004-25879860,26 ALAN WILLIAMS TR,Uxbridge,Single Family,999999
M73000004-25879867,6270 FROG ST,Georgina,Single Family,1325000
M73000004-25879924,124 SOLSTICE CIRC CIRC,Newmarket,Single Family,1350000
M73000004-25880124,865 GLENWOOD AVE,Burlington,Single Family,8588000
M73000004-25880504,445 DOWNES JACKSON HTS,Milton,Single Family,1449000
M73000004-25880839,18476 KENNEDY RD,East Gwillimbury,Single Family,14895195
M73000004-25881664,301-303 CLEVELAND ST,Toronto,Single Family,3395000
M73000004-25881666,301-303 CLEVELAND ST,Toronto,Multi-Family,3395000
M73000004-25881723,104 CARLAW AVE,Toronto,Single Family,799999
M73000004-25881760,35 CLEARVIEW HTS S,King,Single Family,1850000
M73000004-25882681,5 PIONEER DR,Mississauga,Single Family,1399990
M73000004-25883950,15589 CREDITVIEW Road,Caledon,Single Family,7114285.714
M73000004-25884918,36 HAWTHORNE RD,Toronto,Single Family,1425888
M73000004-25885359,230 GRABURN AVE,Oshawa,Single Family,640000
M73000004-25885698,94 VELIA CRT,Vaughan,Single Family,1579000
M73000004-25886532,2249 BUTTONBUSH CRES,Mississauga,Single Family,1098800
M73000004-25886584,28 IVANHOE CRT,Brampton,Single Family,2350000
M73000004-25887433,295 SANDWELL DR,Oakville,Single Family,2250000
M73000004-25887851,UNIT 4 BLOCK 21,Oakville,Single Family,2885000
M73000004-25887871,UNIT 5 BLOCK 20,Oakville,Single Family,2945000
M73000004-25887872,UNIT 8 BLOCK 20,Oakville,Single Family,3035000
M73000004-25888113,36 WOLCOTT AVE,Toronto,Single Family,1065000
M73000004-25888209,26 PRENNAN AVE,Toronto,Single Family,2990000
M73000004-25888212,65 SUGARHILL DR,Brampton,Single Family,1129900
M73000004-25888809,8066 KIPLING AVE,Vaughan,Single Family,1588800
M73000004-25889442,988 JACARANDAH DR,Newmarket,Single Family,960500
M73000004-25889447,56 JOHN DALLIMORE DR,Georgina,Single Family,1595000
M73000004-25889491,3315 DWIGGIN AVE,Mississauga,Single Family,1099000
M73000004-25889756,324 RIVERSIDE DR,Toronto,Single Family,5298999.154
M73000004-25890038,645 CARLTON RD,Markham,Single Family,2010000
M73000004-25890201,7 LONGBOURNE Crescent,Brampton,Single Family,939999
M73000004-25890277,3 BIRCH TREE LANE,Clarington,Single Family,881727.2727
M73000004-25890471,38 CRESTHAVEN DR,Toronto,Single Family,1850000
M73000004-25890543,12998 FIFTH LINE,Halton Hills,Single Family,1699000
M73000004-25891640,124 TYSONVILLE CIRC,Brampton,Single Family,1249000
M73000004-25891697,671 OSSINGTON AVE,Toronto,Single Family,1299000
M73000004-25891713,2565 KINGSBERRY CRES,Mississauga,Single Family,1298000
M73000004-25891772,1526 QUEEN ST W,Brampton,Single Family,1499999
M73000004-25892174,1515 MENDELSON HTS,Milton,Single Family,1760000
M73000004-25893147,236 DOUGLAS DR,Toronto,Single Family,16900
M73000004-25893225,3467 POLLARD RD N,Clarington,Single Family,1900000
M73000004-25893326,20 HEAVEN CRES,Milton,Single Family,1098999
M73000004-25893435,115 WILLIAM Street,Oakville,Single Family,2576777.778
M73000004-25894067,92 ELLWOOD DR W,Caledon,Single Family,999999
M73000004-25895459,14 BECKENHAM RD,Brampton,Single Family,1499999
M73000004-25895644,284 MAIN ST,King,Single Family,1012122.222
M73000004-25896142,276 LANOR AVE,Toronto,Single Family,1500000
M73000004-25896777,27 GLENBOURNE PARK DR,Markham,Single Family,3998000
M73000004-25896865,98 STAVELY CRES,Toronto,Single Family,1200000
M73000004-25897443,111 CAWKERS COVE RD,Scugog,Single Family,3100000
M73000004-25897613,84 ABERDEEN AVE,Vaughan,Single Family,1203233.333
M73000004-25898376,12150 FIFTH LN NASSAGAWEYA Line,Milton,Single Family,2150000
M73000004-25898443,42 GATEHEAD RD,Toronto,Single Family,1988000
M73000004-25898584,178 THIRTIETH ST,Toronto,Single Family,1330000
M73000004-25898585,184 THIRTIETH ST,Toronto,Single Family,1330000
M73000004-25898586,180 THIRTIETH ST,Toronto,Single Family,1330000
M73000004-25899158,71 HORSHAM AVE,Toronto,Single Family,3295000
M73000004-25899306,15 TERRY ST S,Caledon,Single Family,1859999
M73000004-25899314,3069 IRESON CRT,Mississauga,Single Family,939000
M73000004-25899816,1199 PLYMOUTH DR,Oshawa,Single Family,1299000
M73000004-25899845,7 ARTHUR HARPER LANE,Markham,Single Family,1588800
M73000004-25899863,127 THIRTIETH ST,Toronto,Single Family,1702400
M73000004-25899870,LOT #25 GOSSET RD,Brampton,Single Family,899900
M73000004-25902350,3400 MILLICENT AVE,Oakville,Single Family,1999999
M73000004-25903077,37 MADISON AVE,Toronto,Single Family,6488000
M73000004-25903258,26 DUNBLAINE CRES,Brampton,Single Family,989900
M73000004-25903794,414 DUNDAS ST E,Toronto,Multi-Family,2299000
M73000004-25903795,414 DUNDAS ST E,Toronto,Single Family,2299000
M73000004-25903834,10 O'CONNOR DR,Toronto,Single Family,1579800
M73000004-25904503,16 ARCHWAY TR,Brampton,Single Family,1975000
M73000004-25905014,45 LASKIN DR,Vaughan,Single Family,1429000
M73000004-25905211,83 FAIRWAY HEIGHTS DR N,Markham,Single Family,5388800
M73000004-25906184,5753 BLACK RIVER RD,Georgina,Single Family,1920000
M73000004-25906225,35 FAULKNER CRES,Toronto,Single Family,999999
M73000004-25907874,48 GLEN CAMERON RD,Markham,Single Family,1388000
M73000004-25908701,519 CONSERVATION DR,Brampton,Single Family,5999000
M73000004-25909597,108 MOORE'S BEACH RD,Georgina,Single Family,1168000
M73000004-25909615,1328 CAWTHRA RD,Mississauga,Single Family,1399000
M73000004-25910253,4061 MEDLAND Drive,Burlington,Single Family,999999
M73000004-25910286,6611 FREDERICK Street,Burlington,Single Family,1199800
M73000004-25910918,2629 KENNEDY RD,Toronto,Single Family,1400800
M73000004-25910963,N/A ROUTLEY AVE,Georgina,Single Family,475000
M73000004-25911078,1287 WATERSEDGE RD,Mississauga,Single Family,3400000
M73000004-25911657,24 BEETHOVEN CRT,Toronto,Single Family,1138000
M73000004-25911723,150 DONCASTER AVE,Markham,Single Family,1499800
M73000004-25911767,7 BECKENHAM RD,Brampton,Single Family,1699990
M73000004-25911820,86 CORAL GABLE DR,Toronto,Single Family,1299000
M73000004-25911821,100 MONACO CRT,Brampton,Single Family,949900
M73000004-25912482,70 LAWTON BLVD,Toronto,Single Family,5600000
M73000004-25912553,59 LUANG ST,Vaughan,Single Family,2598888
M73000004-25912596,3263 SHARP RD,Burlington,Single Family,1549000
M73000004-25912608,1 LAKE SHORE DR,Toronto,Single Family,4799000
M73000004-25915028,22 CONGER ST,Vaughan,Single Family,3280000
M73000004-25915029,2227 STOUFFVILLE RD,Whitchurch-Stouffville,Single Family,1350000
M73000004-25915094,132 BELVIEW AVE,Vaughan,Single Family,1579000
M73000004-25915232,30 ROSSET VALLEY CRT,Halton Hills,Single Family,997000
M73000004-25915235,21 AXELROD AVE N,Brampton,Single Family,899900
M73000004-25915368,9735 COLUMBIA WAY,Caledon,Single Family,1952280.952
M73000004-25915384,31 AUSTRALIA DR,Brampton,Single Family,1465000
M73000004-25915459,6875 APEX CRT,Mississauga,Single Family,929900
M73000004-25915719,12 JARVIS AVE,Aurora,Single Family,4290000
M73000004-25916275,717 KING ST W,Oshawa,Single Family,1425000
M73000004-25916456,26 BIRCHARD ST,Toronto,Single Family,1458000
M73000004-25916520,39 ST QUENTIN AVE,Toronto,Single Family,1239000
M73000004-25917275,452 TOYNEVALE RD,Pickering,Single Family,999999
M73000004-25917449,544 GILLMOSS RD,Pickering,Single Family,1700000
M73000004-25917668,520 GILLMOSS RD,Pickering,Single Family,3400000
M73000004-25917884,72A OXFORD ST,Richmond Hill,Single Family,2298000
M73000004-25917994,2313 BOW VALLEY CRT,Oakville,Single Family,2597800
M73000004-25918064,260 FOXBAR Road,Burlington,Single Family,1179000
M73000004-25918094,345 LAKESHORE RD W,Oakville,Single Family,3888888
M73000004-25918982,2 BLUEBERRY LANE,King,Single Family,8780000
M73000004-25919571,889 Partridge Drive,Burlington,Single Family,2775000
M73000004-25919912,106 DEXTER RD,Richmond Hill,Single Family,4388800
M73000004-25919935,245 ELMWOOD AVE,Richmond Hill,Single Family,1599000
M73000004-25920017,7 MOONLAND RD,Brampton,Single Family,1600000
M73000004-25920874,406 STEPHANIE BLVD,Vaughan,Single Family,3959000
M73000004-25920954,8083 15 SDRD,Halton Hills,Single Family,3999000
M73000004-25920961,211 CALEDONIA RD,Toronto,Single Family,1099900
M73000004-25920986,93 JOHN ST,Brampton,Single Family,999000
M73000004-25920997,5563 LOCKENGATE CRT,Mississauga,Single Family,1331000
M73000004-25921613,325 WILFRED AVE,Toronto,Single Family,2288800
M73000004-25921712,55 DANZIG ST,Toronto,Single Family,1229000
M73000004-25921802,651 KEMP COMMON,Burlington,Single Family,827400
M73000004-25922443,62 ELDERWOOD DR,Toronto,Single Family,3588000
M73000004-25922510,251 DANNY WHEELER BLVD,Georgina,Single Family,1948000
M73000004-25922567,38 EDENBROOK HILL,Toronto,Single Family,7950000
M73000004-25922863,51 HAZELTON AVE,Toronto,Single Family,8580000
M73000004-25922871,53 HAZELTON AVE,Toronto,Single Family,6980000
M73000004-25923472,5 PRINCETON CRT,Whitby,Single Family,1127500
M73000004-25923490,95 DESERT SAND DR,Brampton,Single Family,890999
M73000004-25924255,529 CRERAR AVE,Oshawa,Single Family,889900
M73000004-25925268,140 MAGNOLIA CRES,Oakville,Single Family,2340000
M73000004-25925271,12 HAYLOFT CRT,Brampton,Single Family,1599000
M73000004-25925318,12 YORK ST,Mississauga,Single Family,1339999
M73000004-25925341,30 FOREST GATE AVE,Caledon,Single Family,1375000
M73000004-25926065,3024 BAYVIEW AVE,Toronto,Single Family,1988000
M73000004-25926193,2487 PARKGLEN AVE,Oakville,Single Family,2200000
M73000004-25926863,5 BIRCH KNOLL RD,Georgina,Single Family,3148000
M73000004-25926878,26 VASSELLE CRES,Markham,Single Family,2821111.111
M73000004-25926953,2507 APPALACHIAN DR,Oakville,Single Family,1078888
M73000004-25927528,49 ARJAY CRES,Toronto,Single Family,12000
M73000004-25927555,185 DANCE ACT AVE E,Oshawa,Single Family,1160428.571
M73000004-25927913,31 BENLIGHT CRES,Toronto,Single Family,1285170.37
M73000004-25928293,81 MARKHAM ST,Toronto,Single Family,3250000
M73000004-25928315,43 RIVERDALE AVE,Toronto,Single Family,3955554.556
M73000004-25928349,380 ROBERT PARKINSON DR,Brampton,Single Family,1499000
M73000004-25928724,31 BLOSSOM CRES,Toronto,Single Family,1099990
M73000004-25929298,54 FOXCHASE AVE,Vaughan,Single Family,1149000
M73000004-25929321,117 HUMBER VALLEY CRES,King,Single Family,2599999
M73000004-25929326,49 DOVE LANE,Markham,Single Family,3125000
M73000004-25929437,7281 SAINT BARBARA BLVD,Mississauga,Single Family,1599900
M73000004-25929602,152 ROBINSON Street,Oakville,Single Family,2880000
M73000004-25930209,158 FISHERVILLE RD,Toronto,Single Family,1649000
M73000004-25930280,9 LINDEN AVE,Toronto,Single Family,759000
M73000004-25930306,34 EMERY CRT,Georgina,Single Family,640000
M73000004-25930435,797 FIRST ST,Mississauga,Single Family,2599000
M73000004-25931040,4621 IRENA Avenue,Burlington,Single Family,1429000
M73000004-25931154,41 KELSO AVE,Toronto,Single Family,1750000
M73000004-25931189,111 ALBERTA AVE,Toronto,Single Family,1889000
M73000004-25931209,1515 DUFFERIN ST,Whitby,Single Family,1100000
M73000004-25931217,1515 DUFFERIN ST,Whitby,Multi-Family,1100000
M73000004-25932132,3505 COCHRANE ST,Whitby,Single Family,2499999
M73000004-25932134,104 BROCK ST E,Oshawa,Single Family,669900
M73000004-25932166,121 WESTWOOD LANE,Richmond Hill,Single Family,3495000
M73000004-25932249,9399 OLD CHURCH RD,Caledon,Single Family,1649000
M73000004-25932268,40 UPPERLINKS DR,Brampton,Single Family,2099999
M73000004-25933259,388 TURNBERRY CRES,Mississauga,Single Family,1899000
M73000004-25933475,1680 VICTORIA ST W,Whitby,Single Family,2990000
M73000004-25933493,226 QUEEN MARY DR,Oakville,Single Family,1365000
M73000004-25933745,1608 BASELINE RD W,Clarington,Single Family,649000
M73000004-25934008,81 DESERT SAND DR,Brampton,Single Family,899900
M73000004-25934540,139 RANEE AVE,Toronto,Single Family,1599000
M73000004-25934639,40 LINDSAY AVE,Newmarket,Single Family,850618
M73000004-25934644,2 MAPLE BUSH TR,Whitchurch-Stouffville,Single Family,2980000
M73000004-25934763,839 MAHINA ST,Oshawa,Single Family,849900
M73000004-25935426,53 STADACONA DR,Toronto,Single Family,1699999
M73000004-25935427,23 ROSS ST,Toronto,Single Family,2700000
M73000004-25935490,304-310 GREENWOOD AVE,Toronto,Multi-Family,3490000
M73000004-25935558,163 ABNER MILES DR,Vaughan,Single Family,2850000
M73000004-25935653,48 BANTING CRES,Brampton,Single Family,1049000
M73000004-25935658,1240 IRONBRIDGE RD,Oakville,Single Family,2299900
M73000004-25935660,159 MAVETY ST,Toronto,Single Family,1588800
M73000004-25935684,159 MAVETY ST,Toronto,Multi-Family,1588800
M73000004-25935685,3235 HIGH SPRINGS CRES,Mississauga,Single Family,1095000
M73000004-25936235,1483 Fisher Avenue,Burlington,Single Family,983629.1111
M73000004-25936403,1296 KLONDIKE DR,Oshawa,Single Family,1139900
M73000004-25936537,3 MOONSTREAM CRT,Mississauga,Single Family,1199900
M73000004-25936548,5 MURRAY ST,Brampton,Single Family,1499000
M73000004-25936572,57 BLOEM AVE,Toronto,Single Family,1699000
M73000004-25937216,349 ZEPHYR RD,Uxbridge,Single Family,5650000
M73000004-25937286,37 HARROW ST,Mississauga,Single Family,823233.3333
M73000004-25937570,78 BOWES Street,Milton,Single Family,2395000
M73000004-25937919,1328 KLONDIKE DR,Oshawa,Single Family,1139000
M73000004-25937956,19774 MAIN ST,Caledon,Single Family,949000
M73000004-25937964,118 PARK ST E,Halton Hills,Single Family,1275000
M73000004-25937985,78 FESTOON PL,Brampton,Single Family,1069900
M73000004-25937991,11 DORIS PAWLEY CRES,Caledon,Single Family,879900
M73000004-25938215,431 GLENHOLME AVE,Toronto,Single Family,816566.6667
M73000004-25938229,12 FLAREMORE CRES,Toronto,Single Family,2688800
M73000004-25938238,27 WATERSIDE WAY,Whitby,Single Family,820000
M73000004-25938243,110 GIBBONS ST,Oshawa,Single Family,700000
M73000004-25938293,231 INDIAN RD,Toronto,Single Family,1990000
M73000004-25938467,103 WATCHMAN RD,Brampton,Single Family,1499900
M73000004-25938865,88 SOUTH DR,Toronto,Single Family,24000
M73000004-25938866,383 SHUTER ST,Toronto,Single Family,1039000
M73000004-25938867,#115 -61 GODSTONE RD,Toronto,Single Family,669000
M73000004-25938954,195 Cullum Court,Burlington,Single Family,939900
M73000004-25939143,1476 TROTWOOD AVE,Mississauga,Single Family,1599000
M73000004-25939327,12 WARING CRT,Toronto,Single Family,4012074.074
M73000004-25939524,LT-86 MONARCH AVE,Ajax,Single Family,999999
M73000004-25939566,2011 DUNDAS ST W,Toronto,Single Family,2799000
M73000004-25940161,23 COPPINI LANE,Ajax,Single Family,948000
M73000004-25940659,2123 KAWARTHA Crescent,Mississauga,Single Family,2988888
M73000004-25940758,26 EVERMEEK RD,Brampton,Single Family,2150000
M73000004-25940762,43 MALLARD CRES,Brampton,Single Family,999000
M73000004-25941460,434 VICTORIA PARK AVE,Toronto,Single Family,2890000
M73000004-25941491,15004 YONGE ST,Aurora,Single Family,3499900
M73000004-25941493,12 WEMBLEY AVE,Markham,Single Family,7500000
M73000004-25941494,106 LAURENDALE AVE,Georgina,Single Family,1289000
M73000004-25941513,19452 HOLLAND LANDING RD,East Gwillimbury,Single Family,3499000
M73000004-25941748,3230 NORTH RD,Pickering,Single Family,599900
M73000004-25941766,1580 BROCK RD,Uxbridge,Single Family,9025000
M73000004-25941778,4024 BISHOPSTOKE LANE,Mississauga,Single Family,998000
M73000004-25942398,20 BOYLEN ST,Toronto,Single Family,838889
M73000004-25942430,12 BURLINGTON ST,Mississauga,Single Family,894999
M73000004-25943021,56 BURBANK DR,Toronto,Single Family,2688000
M73000004-25943041,267 MERTON ST,Toronto,Single Family,4000000
M73000004-25943108,138 RADIAL DR,Aurora,Single Family,1498000
M73000004-25943157,307 MARTIN ST,Milton,Single Family,2788000
M73000004-25943199,21 FROBISCHER DR,Brampton,Single Family,1374900
